,sigma_hat,var_fhs
2013-07-05,0.01265709296438921,40825.03634807694
2013-07-08,0.012271703193589736,39581.97433965748
2013-07-09,0.011903963846111441,38395.8431901385
2013-07-10,0.011739067844005828,37863.976568114434
2013-07-11,0.011394575101225943,36752.8265761529
2013-07-12,0.012630703350428443,40739.917517695336
2013-07-15,0.012260176719582168,39544.796077504536
2013-07-16,0.011893229129953903,38361.218716845084
2013-07-17,0.011537260507074789,37213.05365171505
2013-07-18,0.011280784096664094,36385.79743996879
2013-07-19,0.011077093556815831,35728.8003146051
2013-07-22,0.010760640758320596,34708.09223911202
2013-07-23,0.011462622477958777,36972.3111478729
2013-07-24,0.011216724697915783,36179.175959847424
2013-07-25,0.01102277110764414,35553.58504454345
2013-07-26,0.010780205369659082,34771.197248396296
2013-07-29,0.010460230956320385,33739.13032025097
2013-07-30,0.01015271533174566,32747.248804788742
2013-07-31,0.009858843546436662,31799.37504335959
2013-08-01,0.009611220780945473,31000.67597160343
2013-08-02,0.009493989594016037,30622.55064053509
2013-08-05,0.009542836962859888,30780.106219384732
2013-08-06,0.00926881583325222,29896.260093908004
2013-08-07,0.009419402772236952,30352.995526620205
2013-08-08,0.009202241524041938,29653.217148478598
2013-08-09,0.009404285043952266,30304.280300178227
2013-08-12,0.009142634833467904,29461.141105432336
2013-08-13,0.009281172427657795,29907.563355164402
2013-08-14,0.00903117655672553,29101.978995352758
2013-08-15,0.008810192504470384,28389.88204910847
2013-08-16,0.008971736176610162,28910.43886957534
2013-08-19,0.008976433652728934,28925.575972751325
2013-08-20,0.00876610648082765,28247.819658236043
2013-08-21,0.008522164570788087,27461.74352546785
2013-08-22,0.008285639964996917,26699.56884464039
2013-08-23,0.008158570744981731,26290.10217674716
2013-08-26,0.008031812875807794,25881.638802897112
2013-08-27,0.007813535466679084,25178.263718186456
2013-08-28,0.007612655442951837,24530.949805721444
2013-08-29,0.007459648596551657,24037.901972793494
2013-08-30,0.00751395880959807,24212.910696117902
2013-09-03,0.007521467915791121,24237.107969787776
2013-09-04,0.007959327189553589,25648.06160444641
2013-09-05,0.007743764514193626,24953.4344524796
2013-09-06,0.007752871736714779,24982.78148128054
2013-09-09,0.007677054001652516,24738.467119868343
2013-09-10,0.0074730199325943525,24080.989641184224
2013-09-11,0.0073155232471779855,23573.473792940567
2013-09-12,0.007124672963001277,22958.479619536716
2013-09-13,0.008577792140451195,27640.99728645126
2013-09-16,0.008340483570853489,26876.29636797496
2013-09-17,0.008161519608824023,26299.60456805349
2013-09-18,0.007939508303805196,25584.197412096906
2013-09-19,0.009396800626738665,30280.162584045163
2013-09-20,0.009214299904460132,29692.073960926467
2013-09-23,0.010581924643192409,34099.09514693927
2013-09-24,0.01037913244380887,33445.61945749699
2013-09-25,0.010161917824953112,32745.669098236624
2013-09-26,0.00986629820216886,31793.0671865317
2013-09-27,0.009582248050480177,30877.746630439284
2013-09-30,0.009309415911461581,29998.574893611323
2013-10-01,0.009165389150946638,29534.464405576055
2013-10-02,0.009410546277744278,30324.456441476716
2013-10-03,0.00937682044133132,30215.778621181013
2013-10-04,0.009156437868044596,29505.619875147437
2013-10-07,0.008923592994423215,28755.302728899343
2013-10-08,0.008676989001655694,27960.648325609436
2013-10-09,0.00858542516342493,27665.59386839797
2013-10-10,0.008454825655873889,27244.751234918127
2013-10-11,0.008222794101637548,26497.054921460887
2013-10-14,0.008084553545499924,26051.589844374448
2013-10-15,0.007885111747205785,25408.910456113677
2013-10-16,0.007712869426777511,24853.87841131531
2013-10-17,0.007541601237926677,24294.060250254326
2013-10-18,0.008164667374204128,26301.167995290572
2013-10-21,0.007950442612513783,25611.077243550906
2013-10-22,0.007762374580371339,25005.246205834654
2013-10-23,0.007800229496752099,25127.18975473215
2013-10-24,0.007735037845771983,24917.185294570594
2013-10-25,0.007747260413344713,24956.558337994236
2013-10-28,0.007653528181219663,24654.61496777399
2013-10-29,0.00745562848550397,24017.112800854095
2013-10-30,0.007277696058013776,23443.9319898372
2013-10-31,0.007172867203990969,23106.24262981274
2013-11-01,0.0074122940339608956,23877.517807233267
2013-11-04,0.007226951980145762,23280.468072006403
2013-11-05,0.0070629455149910205,22752.14751776348
2013-11-06,0.006882462804910558,22170.751379928253
2013-11-07,0.006763615739717193,21787.904598285462
2013-11-08,0.007427168974692346,23925.43504588697
2013-11-11,0.007276016263754551,23438.520801728184
2013-11-12,0.007158807079490122,23060.950191115255
2013-11-13,0.007084065926358209,22820.183539568006
2013-11-14,0.006974176064930123,22466.190954942842
2013-11-15,0.007006332743736379,22569.778544331482
2013-11-18,0.006871061369795703,22134.023483175148
2013-11-19,0.007230632007519245,23292.322690662764
2013-11-20,0.007044312580103551,22692.12450295347
2013-11-21,0.007217699847584085,23250.663809117723
2013-11-22,0.007033246218052344,22656.475990397397
2013-11-25,0.006859840773659773,22097.878130222885
2013-11-26,0.006710541981842369,21616.93598951918
2013-11-27,0.006692291862576335,21558.146153907925
2013-11-29,0.006547447908820803,21091.554560371307
2013-12-02,0.006587811974983388,21221.580933334066
2013-12-03,0.00716956934510195,23095.61910570704
2013-12-04,0.007010719581354193,22583.910038961476
2013-12-05,0.007458778349327744,24027.259582565384
2013-12-06,0.0074983499553999,24154.733172296124
2013-12-09,0.007446110700235439,23986.45278032691
2013-12-10,0.007356309160705354,23697.171506618346
2013-12-11,0.007301482028579975,23520.55468358823
2013-12-12,0.007234088385974423,23303.456860156573
2013-12-13,0.007640996530731683,24614.24626325285
2013-12-16,0.007483065589381948,24105.497035670425
2013-12-17,0.007333451370726243,23623.53879793739
2013-12-18,0.00744072752712551,23969.11175051848
2013-12-19,0.007258399199438373,23381.770251224734
2013-12-20,0.007793672791318627,25106.068378539134
2013-12-23,0.0076252012382642875,24563.364258918875
2013-12-24,0.007466386362676832,24051.767578792766
2013-12-26,0.0074080952651061184,23863.992145995457
2013-12-27,0.0073310770362508895,23615.89025978499
2013-12-30,0.007166009249286854,23133.674358576816
2013-12-31,0.007323290744139735,23641.418454067454
2014-01-02,0.007484213167155049,24160.916378438673
2014-01-03,0.007292880254376106,23543.245769271296
2014-01-06,0.00715495442365886,23097.986610030537
2014-01-07,0.007063909468869681,22804.07067121231
2014-01-08,0.006889450065529466,22240.871980662785
2014-01-09,0.00673544552100695,21743.706702362404
2014-01-10,0.006590426246188247,21275.548127252176
2014-01-13,0.006588505946187167,21269.34891743394
2014-01-14,0.006430953217521351,20760.729211197457
2014-01-15,0.006278623651034938,20268.971181910718
2014-01-16,0.0061579057240301474,19879.26344983527
2014-01-17,0.006113437617065366,19735.709252501798
2014-01-21,0.005990956618539529,19340.30988355847
2014-01-22,0.005929759235012457,19142.74938749114
2014-01-23,0.0058176979355697754,18780.987419382604
2014-01-24,0.005743554846959705,18541.634941849148
2014-01-27,0.005676116099599342,18323.92575863253
2014-01-28,0.0058748175832833574,18965.383961965093
2014-01-29,0.0057457868453157,18548.840392099108
2014-01-30,0.005633865449918273,18187.530069322274
2014-01-31,0.005819786145438824,18787.72868434926
2014-02-03,0.005856616056174006,18906.624869375526
2014-02-04,0.005846514706430776,18874.015180019458
2014-02-05,0.005719500723740081,18463.98220178337
2014-02-06,0.005688690041728538,18364.51759608367
2014-02-07,0.005633754338969277,18187.171375323655
2014-02-10,0.00576739501180914,18618.596970657094
2014-02-11,0.005692567795342734,18377.035956894124
2014-02-12,0.0064032274974727,20671.223636106777
2014-02-13,0.006287998576090536,20299.23579026213
2014-02-14,0.006147381397407673,19845.288285073675
2014-02-18,0.006766135165489125,21842.78056857347
2014-02-19,0.0066093185592932925,21336.537250214293
2014-02-20,0.006686042777397784,21584.222260838906
2014-02-21,0.006936415529328843,22392.488271939896
2014-02-24,0.006838410916189901,22076.104811198453
2014-02-25,0.007162369921709269,23121.9256967854
2014-02-26,0.007023072393154829,20328.051166811445
2014-02-27,0.006847668865959316,19820.351448502282
2014-02-28,0.0066815390190162645,19339.494091502165
2014-03-03,0.006526557990233147,18890.906620574347
2014-03-04,0.006660676796134603,19279.109076162556
2014-03-05,0.0065163490318149945,18861.35712749404
2014-03-06,0.006365201564066162,18423.865772410332
2014-03-07,0.0065333515565483054,18910.570373975817
2014-03-10,0.006377748353365049,18460.182039788637
2014-03-11,0.006231809515770882,18037.76689271843
2014-03-12,0.0060923633131132115,17634.144463109766
2014-03-13,0.006068553074686102,17672.419192590896
2014-03-14,0.006106065993874663,17781.6617129873
2014-03-17,0.00597382816272782,17396.567876551348
2014-03-18,0.005844359531836362,17019.538312955905
2014-03-19,0.005763920423514093,16785.289123033006
2014-03-20,0.006144101459957807,17892.425958192758
2014-03-21,0.006002611965062275,17480.39006852212
2014-03-24,0.005923982894935801,17251.411946242035
2014-03-25,0.006734204162046442,19610.882102457494
2014-03-26,0.006626321514484853,19296.713741754218
2014-03-27,0.007008050911240183,20408.359604379217
2014-03-28,0.007107385016804874,20697.633494226695
2014-03-31,0.006951784984385262,20244.50587624959
2014-04-01,0.006779578071747796,19743.016853983998
2014-04-02,0.006730680432391095,19600.62054145205
2014-04-03,0.006906096441448013,20111.454871644593
2014-04-04,0.006868395254587875,20001.66409119813
2014-04-07,0.006796623607927029,19792.655681726716
2014-04-08,0.007257275531204243,21134.134249984807
2014-04-09,0.007199389217022517,20965.56174231396
2014-04-10,0.00809380753985458,23570.22472211988
2014-04-11,0.00804597120138172,23430.91905638262
2014-04-14,0.00788076011335238,22949.802789129815
2014-04-15,0.007795246304456021,22700.775408307287
2014-04-16,0.008028080679750188,23378.81952063573
2014-04-17,0.007838055965725683,22825.442733473505
2014-04-21,0.007630374867823304,22220.64825028474
2014-04-22,0.0074419088989390505,21671.810732565144
2014-04-23,0.0072570172382023426,21133.382067026545
2014-04-24,0.007115415754563288,20721.02005150745
2014-04-25,0.00700032665664305,20385.86556609516
2014-04-28,0.00682735192833081,19882.14056429701
2014-04-29,0.006659841373933581,19394.327950637984
2014-04-30,0.006523936343223791,18998.554750086452
2014-05-01,0.006523192064423927,18996.38731300788
2014-05-02,0.006442929635532244,18762.652636663686
2014-05-05,0.006307922267919255,18369.49354829757
2014-05-06,0.006467946940114969,18835.506295223393
2014-05-07,0.0065444144330521325,19058.18962239557
2014-05-08,0.006481477973857414,18874.910432826317
2014-05-09,0.006349189017775604,18489.6677139021
2014-05-12,0.006210143934549201,18084.750270286797
2014-05-13,0.006427850918605541,18718.741443478826
2014-05-14,0.0063858006545815995,18596.28558228021
2014-05-15,0.006289260457022452,18315.14791746889
2014-05-16,0.006804452689909212,19815.454991047987
2014-05-19,0.006635118911652087,19322.332911370053
2014-05-20,0.006497070591770789,18920.31817280712
2014-05-21,0.006429715260047914,18724.17064926845
2014-05-22,0.006323547903069718,18414.9974387853
2014-05-23,0.00657829213239581,19081.112311701007
2014-05-27,0.006432713491692919,18658.844291745354
2014-05-28,0.006829764833273689,19810.53854455972
2014-05-29,0.0070283588637156304,20386.58395620002
2014-05-30,0.006852925614022299,19877.71912118911
2014-06-02,0.006684364151900664,19388.7867166326
2014-06-03,0.006523818484619978,18923.105070563153
2014-06-04,0.00641733260387098,18614.23021227345
2014-06-05,0.006266469116550777,18176.632871298676
2014-06-06,0.006273761382826772,18197.784949834968
2014-06-09,0.006186885117748559,17945.79009496756
2014-06-10,0.006050740220255992,17550.885760006902
2014-06-11,0.00595226562797045,17265.248588924773
2014-06-12,0.00584832921168721,16963.768753055283
2014-06-13,0.005794584402691875,16807.875594774792
2014-06-16,0.005742924341319682,16658.02949289406
2014-06-17,0.00564004697819791,16359.621565646348
2014-06-18,0.005594230754000089,16226.726202834558
2014-06-19,0.0055247542379989545,14516.673529350956
2014-06-20,0.007689859113307793,20205.63620129931
2014-06-23,0.007494147464487867,19691.390320049235
2014-06-24,0.007300651976085689,19182.967553436883
2014-06-25,0.007267723431217007,19096.445526381365
2014-06-26,0.007090372144847565,18630.4427661992
2014-06-27,0.006994776344589031,18379.258195203187
2014-06-30,0.006825228804319696,17933.760317149903
2014-07-01,0.006788806746021296,17838.058842150655
2014-07-02,0.006841786141615003,17977.26586503078
2014-07-03,0.006729269556807918,17681.620763381226
2014-07-07,0.00656539297674023,17251.023725129835
2014-07-08,0.0068096214004869995,17892.750785083903
2014-07-09,0.006757799562799218,17756.585325590626
2014-07-10,0.006663815936219331,17509.636852338936
2014-07-11,0.006507870390332912,17099.879154445483
2014-07-14,0.006360848560854563,16713.569138056748
2014-07-15,0.006860442107280004,18026.285703971465
2014-07-16,0.006856897973762638,18016.973248249513
2014-07-17,0.006692286810323827,17584.446041429655
2014-07-18,0.0065334505333700275,17167.092747902698
2014-07-21,0.006380830531171437,16766.073145849194
2014-07-22,0.006232672002044185,16376.776372585275
2014-07-23,0.006115331191085002,16068.455283359644
2014-07-24,0.005994447066581386,15750.82389294761
2014-07-25,0.005967001069292924,15678.707638511583
2014-07-28,0.005855686261545495,15386.220289130919
2014-07-29,0.005733248327152846,15064.506155864796
2014-07-30,0.005801732435016683,15244.45288163413
2014-07-31,0.005721086141940508,15032.549173793686
2014-08-01,0.006391327046512047,16793.653465231986
2014-08-04,0.006240946878257433,16398.51918164225
2014-08-05,0.00607730293291894,15954.312150525022
2014-08-06,0.006072766430584741,15942.402792852663
2014-08-07,0.0061544594621296255,16156.86571171259
2014-08-08,0.006056029783966857,15898.465262102241
2014-08-11,0.005935844457094348,15582.951251693035
2014-08-12,0.005809641801420104,15251.640374964198
2014-08-13,0.00568547210007878,14925.66646898919
2014-08-14,0.005566300625125004,14612.814052080328
2014-08-15,0.005458435903328472,14329.644451919412
2014-08-18,0.0057403760783617105,15069.80198724462
2014-08-19,0.006328027049874931,16612.52038363993
2014-08-20,0.006183866100340306,16234.064872341794
2014-08-21,0.006050896727983238,15884.989814464905
2014-08-22,0.006187245515288729,16242.936610606022
2014-08-25,0.006051325878918482,15886.116433963087
2014-08-26,0.005937161677779836,15586.40925769
2014-08-27,0.0058303446458756285,15305.99008346039
2014-08-28,0.005726195831366382,15032.575591023764
2014-08-29,0.005606502736204209,14718.353801595436
2014-09-02,0.0054967171787121075,14430.141567783503
2014-09-03,0.005669294170760609,14883.195699119691
2014-09-04,0.005555392318483549,14584.177248696917
2014-09-05,0.005462635629181621,14340.669694193388
2014-09-08,0.005356038089744379,14060.826737962338
2014-09-09,0.005471035554883386,14362.721423088002
2014-09-10,0.005435548404562016,14269.559525481589
2014-09-11,0.005341959732393282,14023.867825394495
2014-09-12,0.005362445920132853,14077.648760388038
2014-09-15,0.005316826865456695,13957.888293228683
2014-09-16,0.005212246187014161,13683.340059052627
2014-09-17,0.0051700398398584375,13572.538730784394
2014-09-18,0.005201870490247257,13656.101478579416
2014-09-19,0.005126231241665121,13457.531126561282
2014-09-22,0.005177658626267281,13592.539790122155
2014-09-23,0.0055355640673229465,14532.123547917628
2014-09-24,0.0054454046828766815,14295.434513549544
2014-09-25,0.005366836255077524,14089.174395184556
2014-09-26,0.006024673939340127,15816.148988182696
